,Date,Transect,Taxa,Species,Abundance,Distance.Footsteps,Encounter.Time,Habitat,Start.Time,End.Time,Weather,Detection,Guild,Sex,Activity,Photo.Audio.No.,Remarks
593,14-05-2000,T1B,Birds,Turtle Dove,1,911,07:52,Scrubland and Grassland,NA,NA,NA,NA,Grainivore,NA,NA,NA,NA
594,14-05-2000,T1B,Birds,Pied Bushchat,1,950,07:53,Scrubland and Grassland,NA,NA,NA,NA,Insectivore,NA,NA,NA,NA
595,14-05-2000,T1B,Birds,Purple Sunbird,1,967,07:53,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
596,14-05-2000,T1B,Birds,Purple Sunbird,2,1070,07:55,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
597,14-05-2000,T1B,Birds,Purple Sunbird,1,1200,07:57,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
598,14-05-2000,T2,Birds,Purple Sunbird,1,143,08:18,Riparian,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
599,14-05-2000,T2,Birds,Pale Billed Flowepecker,1,170,08:20,Riparian,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
600,14-05-2000,T2,Birds,Red Whiskered Bulbul,2,170,08:20,Riparian,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
601,14-05-2000,T2,Birds,Brown Headed Barbet,1,225,08:21,Riparian,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
602,14-05-2000,T2,Birds,Turtle Dove,1,225,08:21,Riparian,NA,NA,NA,NA,Grainivore,NA,NA,NA,NA
603,14-05-2000,T2,Birds,Green Bee Eater,1,466,08:25,Riparian,NA,NA,NA,NA,Insectivore,NA,NA,NA,NA
604,14-05-2000,T2,Birds,Purple Sunbird,1,564,08:27,Riparian,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
605,14-05-2000,T2,Birds,Indian Robin,1,583,08:29,Riparian,NA,NA,NA,NA,Insectivore,NA,NA,NA,NA
606,14-06-2000,T3,Birds,Red Whiskered Bulbul,1,2,07:05,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
607,14-06-2000,T3,Birds,Red Whiskered Bulbul,1,61,07:07,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
608,14-06-2000,T3,Birds,Purple Sunbird,1,98,07:08,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
609,14-06-2000,T3,Birds,White Breasted Kingfisher,1,171,07:12,Scrubland and Grassland,NA,NA,NA,NA,Carnivore,NA,NA,NA,NA
610,14-06-2000,T3,Birds,Jungle Crow,1,241,07:12,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
611,14-06-2000,T3,Birds,Jungle Crow,1,300,07:14,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
612,14-06-2000,T3,Birds,Common Tailorbird,1,413,07:16,Scrubland and Grassland,NA,NA,NA,NA,Insectivore,NA,NA,NA,NA
613,14-06-2000,T3,Birds,Red Whiskered Bulbul,4,413,07:16,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
614,14-06-2000,T3,Birds,Indian Blackbird,1,456,07:17,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
615,14-06-2000,T3,Birds,Common Iora,1,500,07:18,Scrubland and Grassland,NA,NA,NA,NA,Insectivore,NA,NA,NA,NA
616,14-06-2000,T3,Birds,Purple Sunbird,1,512,07:19,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
617,14-06-2000,T3,Birds,Red Whiskered Bulbul,1,531,07:20,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
618,14-06-2000,T3,Birds,Red Whiskered Bulbul,2,569,07:20,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
619,14-06-2000,T3,Birds,Brown Headed Barbet,1,569,07:21,Scrubland and Grassland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
620,14-06-2000,T3,Birds,Red Whiskered Bulbul,2,569,07:21,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
621,14-06-2000,T3,Birds,Brown Headed Barbet,2,690,07:24,Scrubland and Grassland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
622,14-06-2000,T3,Birds,Brown Headed Barbet,1,702,07:25,Scrubland and Grassland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
623,14-06-2000,T3,Birds,Red Whiskered Bulbul,1,720,07:25,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
624,14-06-2000,T1A,Birds,Red Whiskered Bulbul,1,78,07:27,Human Habitation and Farmland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
625,14-06-2000,T1A,Birds,Red Whiskered Bulbul,1,150,07:29,Human Habitation and Farmland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
626,14-06-2000,T1B,Birds,Common Tailorbird,1,741,07:35,Scrubland and Grassland,NA,NA,NA,NA,Insectivore,NA,NA,NA,NA
627,14-06-2000,T1B,Birds,Common Iora,1,881,07:37,Scrubland and Grassland,NA,NA,NA,NA,Insectivore,NA,NA,NA,NA
628,14-06-2000,T1B,Birds,Red Whiskered Bulbul,1,881,07:37,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
629,14-06-2000,T1B,Birds,"Robin, Magpie",1,1011,07:40,Scrubland and Grassland,NA,NA,NA,NA,NA,NA,NA,NA,NA
630,14-06-2000,T1B,Birds,Red Vented Bulbul,2,1011,07:40,Scrubland and Grassland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
631,14-06-2000,T1B,Birds,Jungle Crow,1,1200,07:42,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
632,12-07-2000,T3,Birds,Red Vented Bulbul,2,47,09:03,Scrubland and Grassland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
633,12-07-2000,T3,Birds,Red Vented Bulbul,2,47,09:03,Scrubland and Grassland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
634,12-07-2000,T3,Birds,Red Vented Bulbul,1,58,09:05,Scrubland and Grassland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
635,12-07-2000,T1A,Birds,Common Iora,1,140,09:35,Human Habitation and Farmland,NA,NA,NA,NA,Insectivore,NA,NA,NA,NA
636,12-07-2000,T1A,Birds,Jungle Babler,5,170,09:36,Human Habitation and Farmland,NA,NA,NA,NA,Insectivore,NA,NA,NA,NA
637,12-07-2000,T1A,Birds,Red Vented Bulbul,1,195,09:37,Human Habitation and Farmland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
638,12-07-2000,T1A,Birds,Common Iora,1,216,09:40,Human Habitation and Farmland,NA,NA,NA,NA,Insectivore,NA,NA,NA,NA
639,12-07-2000,T1A,Birds,Red Vented Bulbul,1,403,09:45,Human Habitation and Farmland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
640,12-07-2000,T1B,Birds,Jungle Crow,1,627,09:47,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
641,12-07-2000,T1B,Birds,Red Vented Bulbul,1,688,09:50,Scrubland and Grassland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
642,13-08-2000,T3,Birds,Southern Coucal,1,79,09:09,Scrubland and Grassland,NA,NA,NA,NA,Carnivore,NA,NA,NA,NA
643,13-08-2000,T3,Birds,Jungle Crow,2,218,09:17,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
644,13-08-2000,T3,Birds,Jungle Crow,2,392,09:22,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
645,13-08-2000,T3,Birds,Spotted Babler,1,422,09:24,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
646,13-08-2000,T3,Birds,Jungle Crow,1,490,09:25,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
647,10-09-2000,T3,Birds,Red Whiskered Bulbul,1,68,09:07,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
648,10-09-2000,T3,Birds,White Cheeked Barbet,1,179,09:14,Scrubland and Grassland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
649,10-09-2000,T3,Birds,Red Whiskered Bulbul,1,200,09:15,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
650,10-09-2000,T3,Birds,White Cheeked Barbet,1,235,09:16,Scrubland and Grassland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
651,10-09-2000,T3,Birds,Red Whiskered Bulbul,1,270,09:17,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
652,10-09-2000,T3,Birds,Jungle Babler,1,335,09:19,Scrubland and Grassland,NA,NA,NA,NA,Insectivore,NA,NA,NA,NA
653,10-09-2000,T3,Birds,Long Tailed Shrike,1,350,09:20,Scrubland and Grassland,NA,NA,NA,NA,Carnivore,NA,NA,NA,NA
654,10-09-2000,T3,Birds,Red Vented Bulbul,1,380,09:21,Scrubland and Grassland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
655,10-09-2000,T3,Birds,Long Tailed Shrike,1,536,09:23,Scrubland and Grassland,NA,NA,NA,NA,Carnivore,NA,NA,NA,NA
656,10-09-2000,T3,Birds,Red Vented Bulbul,1,701,09:25,Scrubland and Grassland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
657,10-09-2000,T3,Birds,Red Whiskered Bulbul,1,711,09:26,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
658,10-09-2000,T3,Birds,Red Vented Bulbul,1,720,09:26,Scrubland and Grassland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
659,10-09-2000,T1A,Birds,Red Vented Bulbul,1,16,09:37,Human Habitation and Farmland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
660,10-09-2000,T1A,Birds,Red Whiskered Bulbul,1,100,09:40,Human Habitation and Farmland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
661,10-09-2000,T1A,Birds,Red Vented Bulbul,1,126,09:42,Human Habitation and Farmland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
662,10-09-2000,T1A,Birds,Quaker Babler,1,170,09:43,Human Habitation and Farmland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
663,10-09-2000,T1A,Birds,White Cheeked Barbet,1,200,09:44,Human Habitation and Farmland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
664,10-09-2000,T1A,Birds,Common Iora,1,342,09:46,Human Habitation and Farmland,NA,NA,NA,NA,Insectivore,NA,NA,NA,NA
665,10-09-2000,T1A,Birds,Jungle Babler,4,500,09:50,Human Habitation and Farmland,NA,NA,NA,NA,Insectivore,NA,NA,NA,NA
666,10-09-2000,T1B,Birds,Red Whiskered Bulbul,2,735,09:53,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
667,01-10-2000,T3,Birds,Red Vented Bulbul,1,12,08:31,Scrubland and Grassland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
668,01-10-2000,T3,Birds,Red Whiskered Bulbul,1,53,,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
669,01-10-2000,T3,Birds,Long Tailed Shrike,1,210,08:40,Scrubland and Grassland,NA,NA,NA,NA,Carnivore,NA,NA,NA,NA
670,01-10-2000,T3,Birds,Pale Billed Flowepecker,1,278,,Scrubland and Grassland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
671,01-10-2000,T3,Birds,Long Tailed Shrike,1,290,08:45,Scrubland and Grassland,NA,NA,NA,NA,Carnivore,NA,NA,NA,NA
672,01-10-2000,T3,Birds,Common Kingfisher,1,358,,Scrubland and Grassland,NA,NA,NA,NA,Carnivore,NA,NA,NA,NA
673,01-10-2000,T3,Birds,Long Tailed Shrike,1,405,,Scrubland and Grassland,NA,NA,NA,NA,Carnivore,NA,NA,NA,NA
674,01-10-2000,T3,Birds,Red Vented Bulbul,1,473,,Scrubland and Grassland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
675,01-10-2000,T3,Birds,Common Kingfisher,1,473,,Scrubland and Grassland,NA,NA,NA,NA,Carnivore,NA,NA,NA,NA
676,01-10-2000,T3,Birds,Purple Sunbird,1,482,,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
677,01-10-2000,T3,Birds,Purple Rumped Sunbird,2,482,,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
678,01-10-2000,T3,Birds,Jungle Crow,2,482,8.53,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
679,01-10-2000,T3,Birds,Red Whiskered Bulbul,2,482,,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
680,01-10-2000,T3,Birds,Long Tailed Shrike,1,482,,Scrubland and Grassland,NA,NA,NA,NA,Carnivore,NA,NA,NA,NA
681,01-10-2000,T3,Birds,Red Vented Bulbul,1,585,,Scrubland and Grassland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
682,01-10-2000,T3,Birds,Red Vented Bulbul,4,604,,Scrubland and Grassland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
683,01-10-2000,T3,Birds,Jungle Crow,1,612,9.03,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
684,01-10-2000,T1A,Birds,White Cheeked Barbet,1,295,9.1,Human Habitation and Farmland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
685,01-10-2000,T1A,Birds,Long Tailed Shrike,1,295,,Human Habitation and Farmland,NA,NA,NA,NA,Carnivore,NA,NA,NA,NA
686,01-10-2000,T1A,Birds,Red Vented Bulbul,1,295,,Human Habitation and Farmland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
687,01-10-2000,T1A,Birds,Red Vented Bulbul,1,354,,Human Habitation and Farmland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
688,01-10-2000,T1A,Birds,Long Tailed Shrike,1,485,,Human Habitation and Farmland,NA,NA,NA,NA,Carnivore,NA,NA,NA,NA
689,01-10-2000,T1B,Birds,Long Tailed Shrike,1,662,9.22,Scrubland and Grassland,NA,NA,NA,NA,Carnivore,NA,NA,NA,NA
690,01-10-2000,T1B,Birds,Long Tailed Shrike,1,662,,Scrubland and Grassland,NA,NA,NA,NA,Carnivore,NA,NA,NA,NA
691,01-10-2000,T1B,Birds,Red Vented Bulbul,2,662,,Scrubland and Grassland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
692,01-10-2000,T1B,Birds,Asian Paradise Flycatcher,2,665,,Scrubland and Grassland,NA,NA,NA,NA,Insectivore,NA,NA,NA,NA
693,01-10-2000,T1B,Birds,Indian Scimitar Babler,1,956,,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
694,01-10-2000,T1B,Birds,Turtle Dove,1,1090,,Scrubland and Grassland,NA,NA,NA,NA,Grainivore,NA,NA,NA,NA
695,11-11-2000,T1A,Birds,Red Whiskered Bulbul,1,116,7.53,Human Habitation and Farmland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
696,11-11-2000,T1A,Birds,Purple Sunbird,2,123,,Human Habitation and Farmland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
697,11-11-2000,T1A,Birds,Long Tailed Shrike,1,123,,Human Habitation and Farmland,NA,NA,NA,NA,Carnivore,NA,NA,NA,NA
698,11-11-2000,T1A,Birds,Ashy Wren Warbler,1,130,,Human Habitation and Farmland,NA,NA,NA,NA,Insectivore,NA,NA,NA,NA
699,11-11-2000,T1A,Birds,Jungle Crow,1,131,7.54,Human Habitation and Farmland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
700,11-11-2000,T1A,Birds,Purple Sunbird,1,131,,Human Habitation and Farmland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
701,11-11-2000,T1A,Birds,Red Whiskered Bulbul,1,191,7.58,Human Habitation and Farmland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
702,11-11-2000,T1A,Birds,Long Tailed Shrike,1,350,8.01,Human Habitation and Farmland,NA,NA,NA,NA,Carnivore,NA,NA,NA,NA
703,11-11-2000,T1A,Birds,Purple Sunbird,1,385,8.02,Human Habitation and Farmland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
704,11-11-2000,T1A,Birds,Purple Sunbird,2,398,8.04,Human Habitation and Farmland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
705,11-11-2000,T1A,Birds,Red Whiskered Bulbul,1,398,,Human Habitation and Farmland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
706,11-11-2000,T1A,Birds,Spotted Babler,1,430,8.06,Human Habitation and Farmland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
707,11-11-2000,T1A,Birds,Purple Sunbird,1,430,,Human Habitation and Farmland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
708,11-11-2000,T1A,Birds,Purple Sunbird,1,454,,Human Habitation and Farmland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
709,11-11-2000,T1A,Birds,Common Iora,1,470,8.08,Human Habitation and Farmland,NA,NA,NA,NA,Insectivore,NA,NA,NA,NA
710,11-11-2000,T1A,Birds,Red Whiskered Bulbul,1,523,,Human Habitation and Farmland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
711,11-11-2000,T1A,Birds,Red Whiskered Bulbul,1,523,,Human Habitation and Farmland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
712,11-11-2000,T1A,Birds,Rose finch,2,575,8.12,Human Habitation and Farmland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
713,11-11-2000,T1A,Birds,Long Tailed Shrike,8,575,,Human Habitation and Farmland,NA,NA,NA,NA,Carnivore,NA,NA,NA,NA
714,11-11-2000,T1B,Birds,Red Vented Bulbul,2,608,8.15,Scrubland and Grassland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
715,11-11-2000,T1B,Birds,Purple Sunbird,2,608,,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
716,11-11-2000,T1B,Birds,White Bellied Blue Flycatcher,1,762,,Scrubland and Grassland,NA,NA,NA,NA,Insectivore,NA,NA,NA,NA
717,11-11-2000,T1B,Birds,Long Tailed Shrike,1,1106,8.28,Scrubland and Grassland,NA,NA,NA,NA,Carnivore,NA,NA,NA,NA
718,30-04-2001,T1A,Birds,Red Vented Bulbul,1,51,10,Human Habitation and Farmland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
719,30-04-2001,T1A,Birds,"Robin, Magpie",1,188,10.04,Human Habitation and Farmland,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,30-04-2001,T1A,Birds,Purple Sunbird,1,229,,Human Habitation and Farmland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
721,30-04-2001,T1A,Birds,Purple Sunbird,1,246,10.06,Human Habitation and Farmland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
722,30-04-2001,T1A,Birds,Green Bee Eater,1,259,10.07,Human Habitation and Farmland,NA,NA,NA,NA,Insectivore,NA,NA,NA,NA
723,30-04-2001,T1A,Birds,Purple Sunbird,1,371,10.08,Human Habitation and Farmland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
724,30-04-2001,T1A,Birds,Pale Billed Flowepecker,1,432,,Human Habitation and Farmland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
725,30-04-2001,T1A,Birds,Red Whiskered Bulbul,3,587,,Human Habitation and Farmland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
726,30-04-2001,T1A,Birds,White Cheeked Barbet,1,587,,Human Habitation and Farmland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
727,30-04-2001,T1B,Birds,Turtle Dove,1,630,,Scrubland and Grassland,NA,NA,NA,NA,Grainivore,NA,NA,NA,NA
728,30-04-2001,T1B,Birds,Red Whiskered Bulbul,1,708,,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
729,30-04-2001,T1B,Birds,Red Vented Bulbul,1,759,,Scrubland and Grassland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
730,30-04-2001,T2,Birds,Purple Sunbird,1,10,10.29,Riparian,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
731,30-04-2001,T2,Birds,Purple Sunbird,3,54,,Riparian,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
732,30-04-2001,T2,Birds,Grey Jungle Fowl,1,68,,Riparian,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
733,30-04-2001,T2,Birds,Black Bulbul,1,317,,Riparian,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
734,30-04-2001,T2,Birds,Pale Billed Flowepecker,2,460,,Riparian,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
735,30-04-2001,T2,Birds,Pale Billed Flowepecker,1,460,,Riparian,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
736,30-04-2001,T2,Birds,Green Bee Eater,1,460,10.31,Riparian,NA,NA,NA,NA,Insectivore,NA,NA,NA,NA
737,30-04-2001,T2,Birds,Black Shouldered Kite,1,460,,Riparian,NA,NA,NA,NA,Carnivore,NA,NA,NA,NA
738,30-04-2001,T2,Birds,Red Whiskered Bulbul,2,460,,Riparian,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
739,30-04-2001,T3,Birds,White Rumped Vulture,26,17,9.34,Scrubland and Grassland,NA,NA,NA,NA,Carnivore,NA,NA,NA,NA
740,30-04-2001,T3,Birds,Red Vented Bulbul,1,125,9.37,Scrubland and Grassland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
741,30-04-2001,T3,Birds,Domestic Fowl,6,144,9.37,Scrubland and Grassland,NA,NA,NA,NA,NA,NA,NA,NA,NA
742,30-04-2001,T3,Birds,House Crow,1,180,,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
743,30-04-2001,T3,Birds,Red Vented Bulbul,2,229,9.4,Scrubland and Grassland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
744,30-04-2001,T3,Birds,White Cheeked Barbet,1,277,,Scrubland and Grassland,NA,NA,NA,NA,Frugivore,NA,NA,NA,NA
745,30-04-2001,T3,Birds,Purple Sunbird,1,410,,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
746,30-04-2001,T3,Birds,Jungle Crow,1,445,9.45,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
747,30-04-2001,T3,Birds,Spotted Babler,1,458,9.46,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
748,30-04-2001,T3,Birds,Spotted Dove,1,458,9.46,Scrubland and Grassland,NA,NA,NA,NA,Grainivore,NA,NA,NA,NA
749,30-04-2001,T3,Birds,Purple Sunbird,1,633,9.51,Scrubland and Grassland,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA
750,30-04-2001,T3,Birds,White Rumped Vulture,1,644,9.51,Scrubland and Grassland,NA,NA,NA,NA,Carnivore,NA,NA,NA,NA
751,06-04-2016,T1A,Birds,Oriental Magpie Robin,1,NA,NA,Evergreen Forest,7:00:00 AM,7:25:00 AM,Clear,A,Insectivore,NA,NA,,
752,06-04-2016,T1A,Birds,House Crow,5,NA,NA,Evergreen Forest,7:00:00 AM,7:25:00 AM,Clear,A,Omnivore,NA,NA,,
753,06-04-2016,T1A,Birds,Red Vented Bulbul,3,NA,NA,Evergreen Forest,7:00:00 AM,7:25:00 AM,Clear,V,Frugivore,NA,NA,,Feeding
754,06-04-2016,T1A,Birds,White Cheeked Barbet,1,NA,NA,Evergreen Forest,7:00:00 AM,7:25:00 AM,Clear,V,Frugivore,NA,NA,,Nesting
755,06-04-2016,T1A,Birds,Brown Headed Barbet,1,NA,NA,Evergreen Forest,7:00:00 AM,7:25:00 AM,Clear,A,Frugivore,NA,NA,,
756,06-04-2016,T1A,Birds,Green Bee Eater,1,NA,NA,Evergreen Forest,7:00:00 AM,7:25:00 AM,Clear,V,Insectivore,NA,NA,,
757,06-04-2016,T1A,Birds,Black Drongo,2,NA,NA,Evergreen Forest,7:00:00 AM,7:25:00 AM,Clear,V,Insectivore,NA,NA,,
758,06-04-2016,T1A,Birds,Spotted Dove,1,NA,NA,Evergreen Forest,7:00:00 AM,7:25:00 AM,Clear,V,Grainivore,NA,NA,,
759,06-04-2016,T1A,Birds,Green Bee Eater,2,NA,NA,Evergreen Forest,7:00:00 AM,7:25:00 AM,Clear,V,Insectivore,NA,NA,,
760,06-04-2016,T1A,Birds,Golden Fronted Leafbird,1,NA,NA,Evergreen Forest,7:00:00 AM,7:25:00 AM,Clear,V,Omnivore,NA,NA,,
761,06-04-2016,T1A,Birds,Red Whiskered Bubul,3,NA,NA,Evergreen Forest,7:00:00 AM,7:25:00 AM,Clear,V,Omnivore,NA,NA,,
762,06-04-2016,T1A,Birds,Common Tailor Bird,1,NA,NA,Evergreen Forest,7:00:00 AM,7:25:00 AM,Clear,V,NA,NA,NA,,
763,06-04-2016,T1A,Birds,Oriental Magpie Robin,1,NA,NA,Evergreen Forest,7:00:00 AM,7:25:00 AM,Clear,V,Insectivore,NA,NA,,
764,06-04-2016,T1A,Birds,White Cheeked Barbet,1,NA,NA,Evergreen Forest,7:00:00 AM,7:25:00 AM,Clear,V,Frugivore,NA,NA,,
765,06-04-2016,T1A,Birds,Indian Scimitar Babler,1,NA,NA,Evergreen Forest,7:00:00 AM,7:25:00 AM,Clear,V,Omnivore,NA,NA,,
766,06-04-2016,T1A,Birds,Black Shouldered Kite,2,NA,NA,Evergreen Forest,7:00:00 AM,7:25:00 AM,Clear,V,Carnivore,NA,NA,,
767,06-04-2016,T1A,Birds,Red Vented Bulbul,1,NA,NA,Evergreen Forest,7:00:00 AM,7:25:00 AM,Clear,V,Frugivore,NA,NA,,
768,06-04-2016,T1B,Birds,Red Vented Bulbul,1,NA,NA,Scrubland and Grassland,7:30:00 AM,7:55:00 AM,Clear,V,Frugivore,NA,NA,,
769,06-04-2016,T1B,Birds,Jungle Babler,2,NA,NA,Scrubland and Grassland,7:30:00 AM,7:55:00 AM,Clear,V,Insectivore,NA,NA,,
770,06-04-2016,T1B,Birds,Red Vented Bulbul,3,NA,NA,Scrubland and Grassland,7:30:00 AM,7:55:00 AM,Clear,V,Frugivore,NA,NA,,
771,06-04-2016,T1B,Birds,Red Spurfowl,1,NA,NA,Scrubland and Grassland,7:30:00 AM,7:55:00 AM,Clear,V,Frugivore,NA,NA,,
772,06-04-2016,T1B,Birds,Red Whiskered Bubul,5,NA,NA,Scrubland and Grassland,7:30:00 AM,7:55:00 AM,Clear,A,Omnivore,NA,NA,,
773,06-04-2016,T1B,Birds,Spotted Dove,1,NA,NA,Scrubland and Grassland,7:30:00 AM,7:55:00 AM,Clear,V,Grainivore,NA,NA,,
774,06-04-2016,T1B,Birds,White Cheeked Barbet,2,NA,NA,Scrubland and Grassland,7:30:00 AM,7:55:00 AM,Clear,A,Frugivore,NA,NA,,
775,06-04-2016,T1B,Birds,Indian Blackbird,1,NA,NA,Scrubland and Grassland,7:30:00 AM,7:55:00 AM,Clear,V,Omnivore,NA,NA,,
